Date,Open,High,Low,Close,Adj Close,Volume,Ticker,MA_50,MA_200,Bollinger_Band_Middle,Bollinger_Band_Upper,Bollinger_Band_Lower,RSI,Daily_Return,Volatility
2023-01-24,140.30999755859375,143.16000366210938,140.3000030517578,142.52999877929688,141.55711364746094,66435100.0,AAPL,,,,,,90.1194792518005,0.010063058343160014,
2023-01-25,140.88999938964844,142.42999267578125,138.80999755859375,141.86000061035156,140.8916778564453,65799300.0,AAPL,,,,,,86.66036056649519,-0.00470075194473818,
2023-01-26,143.1699981689453,144.25,141.89999389648438,143.9600067138672,142.9773712158203,54105100.0,AAPL,,,,,,93.24202911223466,0.014803370185255682,
2023-01-27,143.16000366210938,147.22999572753906,143.0800018310547,145.92999267578125,144.93389892578125,70555800.0,AAPL,,,,,,92.31968567034978,0.013684258613779976,
2023-01-30,144.9600067138672,145.5500030517578,142.85000610351562,143.0,142.02391052246094,64015300.0,AAPL,,,,,,79.64932219095823,-0.020078070464177533,
2023-01-31,142.6999969482422,144.33999633789062,142.27999877929688,144.2899932861328,143.3050994873047,65874500.0,AAPL,,,135.77899932861328,149.05076913619286,122.5072295210337,80.29493541256731,0.009020932070858745,
2023-02-01,143.97000122070312,146.61000061035156,141.32000732421875,145.42999267578125,144.43731689453125,77663600.0,AAPL,,,136.79699897766113,149.72918594939884,123.86481200592344,78.7572444460778,0.007900751560697472,0.2025248055515913
2023-02-02,148.89999389648438,151.17999267578125,148.1699981689453,150.82000732421875,149.79054260253906,118339000.0,AAPL,,,138.0199993133545,151.41439064655768,124.62560798015132,83.39090746270753,0.03706260688917107,0.22786900977262617
2023-02-03,148.02999877929688,157.3800048828125,147.8300018310547,154.5,153.44541931152344,154357300.0,AAPL,,,139.49399948120117,153.34533792647554,125.6426610359268,84.75355693923505,0.024399897209064214,0.22175365249614346
2023-02-06,152.57000732421875,153.10000610351562,150.77999877929688,151.72999572753906,150.69432067871094,69858300.0,AAPL,,,140.59949951171876,154.66037486858747,126.53862415485005,76.32545258705125,-0.01792883024246561,0.2215350151938689
2023-02-07,150.63999938964844,155.22999572753906,150.63999938964844,154.64999389648438,153.59439086914062,83322600.0,AAPL,,,141.82449951171876,156.31461047646152,127.33438854697597,80.20509761506571,0.019244699473851767,0.22450049755176202
2023-02-08,153.8800048828125,154.5800018310547,151.1699981689453,151.9199981689453,150.88304138183594,64120100.0,AAPL,,,142.88399963378907,157.05369315391337,128.71430611366478,73.8880997999937,-0.017652737376545935,0.24306561089375153
2023-02-09,153.77999877929688,154.3300018310547,150.4199981689453,150.8699951171875,149.84017944335938,56007100.0,AAPL,,,143.75299911499025,157.62559090894368,129.8804073210368,69.5195266749391,-0.006911552556695955,0.2428348495799594
2023-02-10,149.4600067138672,151.33999633789062,149.22000122070312,151.00999450683594,150.20822143554688,57450700.0,AAPL,,,144.63299865722655,157.965430487602,131.3005668268511,66.39072830951716,0.0009279472007650558,0.2423235735234305
2023-02-13,150.9499969482422,154.25999450683594,150.9199981689453,153.85000610351562,153.0331573486328,62199000.0,AAPL,,,145.58749923706054,158.67494477691315,132.50005369720793,67.90007759688996,0.01880677902118011,0.24606096213031153
2023-02-14,152.1199951171875,153.77000427246094,150.86000061035156,153.1999969482422,152.3865966796875,61707600.0,AAPL,,,146.45049896240235,159.1292536959189,133.7717442288858,67.94302871452453,-0.004224953717818392,0.24896130398392816
2023-02-15,153.11000061035156,155.5,152.8800048828125,155.3300018310547,154.50531005859375,65573800.0,AAPL,,,147.4564987182617,159.5597614153453,135.35323602117813,67.97343244067261,0.013903426404976438,0.24656174594569624
2023-02-16,153.50999450683594,156.3300018310547,153.35000610351562,153.7100067138672,152.89390563964844,68167900.0,AAPL,,,148.37849884033204,159.32734284050932,137.42965484015477,62.43607823930824,-0.010429376798369527,0.2533667935663519
2023-02-17,152.35000610351562,153.0,150.85000610351562,152.5500030517578,151.7400665283203,59144100.0,AAPL,,,149.11249923706055,159.0132094051528,139.2117890689683,66.18094705757952,-0.007546702305912589,0.2534010121573933
2023-02-21,150.1999969482422,151.3000030517578,148.41000366210938,148.47999572753906,147.69166564941406,58867200.0,AAPL,,,149.48099899291992,158.649119143717,140.31287884212284,56.488072735520944,-0.026679824600448265,0.26752503056195526
2023-02-22,148.8699951171875,149.9499969482422,147.16000366210938,148.91000366210938,148.119384765625,51011300.0,AAPL,,,149.79999923706055,158.37453850416964,141.22545996995146,55.50982542773345,0.0028960664530148783,0.26610871076879433
2023-02-23,150.08999633789062,150.33999633789062,147.24000549316406,149.39999389648438,148.60678100585938,48394200.0,AAPL,,,150.1769989013672,157.90264707308827,142.45135072964612,47.33880773370577,0.0032905125399556034,0.26481917832971597
2023-02-24,147.11000061035156,147.19000244140625,145.72000122070312,146.7100067138672,145.93106079101562,55469600.0,AAPL,,,150.3144989013672,157.6629352752036,142.96606252753077,34.83848205742267,-0.018005269695533066,0.2705175419032125
2023-02-27,147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,147.1346435546875,44998500.0,AAPL,,,150.41399917602538,157.56366886642672,143.26432948562405,42.10526981428925,0.008247504598905886,0.26783391653226885
2023-02-28,147.0500030517578,149.0800018310547,146.8300018310547,147.41000366210938,146.62734985351562,50547000.0,AAPL,,,150.63449935913087,157.0563967322932,144.21260198596855,33.33335675074923,-0.003447772533457294,0.25691284095594336
2023-03-01,146.8300018310547,147.22999572753906,145.00999450683594,145.30999755859375,144.53851318359375,55479000.0,AAPL,,,150.6854995727539,156.90836368854517,144.46263545696266,34.32907307791095,-0.014246021649447993,0.26128931637845887
2023-03-02,144.3800048828125,146.7100067138672,143.89999389648438,145.91000366210938,145.13531494140625,52238100.0,AAPL,,,150.70950012207032,156.85017842316373,144.56882182097692,37.98452535145461,0.0041291453691869595,0.26020944489839426
2023-03-03,148.0399932861328,151.11000061035156,147.3300018310547,151.02999877929688,150.22811889648438,70732300.0,AAPL,,,150.71999969482422,156.86219148972188,144.57780789992657,50.039040328570074,0.035090089703815774,0.2565813650798473
2023-03-06,153.7899932861328,156.3000030517578,153.4600067138672,153.8300018310547,153.01327514648438,87558000.0,AAPL,,,150.68649978637694,156.74867303431583,144.62432653843805,49.96089861018569,0.01853938339660255,0.25000724652459744
2023-03-07,153.6999969482422,154.02999877929688,151.1300048828125,151.60000610351562,150.7951202392578,56182000.0,AAPL,,,150.68000030517578,156.7377400515487,144.62226055880285,47.05450749652941,-0.014496494188358522,0.24704004937495924
2023-03-08,152.80999755859375,153.47000122070312,151.8300018310547,152.8699951171875,152.05836486816406,47204800.0,AAPL,,,150.59100036621095,156.45227038924983,144.72973034317206,45.32317626820686,0.00837723590066819,0.23872538116005798
2023-03-09,153.55999755859375,154.5399932861328,150.22999572753906,150.58999633789062,149.79046630859375,53833600.0,AAPL,,,150.5245002746582,156.35236673357323,144.69663381574318,44.213625499406,-0.014914625839747453,0.23629721684613975
2023-03-10,150.2100067138672,150.94000244140625,147.61000061035156,148.5,147.7115478515625,68572400.0,AAPL,,,150.40600051879883,156.30028894569054,144.51171209190713,42.739319519618434,-0.0138787196275717,0.2401322168002108
2023-03-13,147.80999755859375,153.13999938964844,147.6999969482422,150.47000122070312,149.6710968017578,84457100.0,AAPL,,,150.37900085449218,156.26658330888236,144.491418400102,53.858100748385816,0.013266001486216261,0.24517098577334218
2023-03-14,151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,151.77984619140625,73695900.0,AAPL,,,150.31600036621094,156.07270760039103,144.55929313203086,56.69577761662612,0.01408915464869298,0.2408888807831191
2023-03-15,151.19000244140625,153.25,149.9199981689453,152.99000549316406,152.177734375,77167900.0,AAPL,144.79339965820313,,150.30550079345704,156.04078647291144,144.57021511400265,56.55351529139641,0.0026214638237991306,0.24063586778579443
2023-03-16,152.16000366210938,156.4600067138672,151.63999938964844,155.85000610351562,155.0225372314453,76161100.0,AAPL,145.40899978637697,,150.33150100708008,156.16654111252677,144.49646090163338,66.58201244511179,0.018694035607962345,0.24486012896082937
2023-03-17,156.0800018310547,156.74000549316406,154.27999877929688,155.0,154.1770477294922,98944600.0,AAPL,145.98179977416993,,150.39600067138673,156.4139373663189,144.37806397645457,63.0147107084735,-0.00545400109224925,0.24260051373080715
2023-03-20,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,156.56430053710938,73641400.0,AAPL,146.62939971923828,,150.63850021362305,157.37041937515846,143.90658105208763,67.17083446545973,0.015483831590221708,0.24618046025121756
2023-03-21,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,158.43431091308594,73938300.0,AAPL,147.22259979248048,,151.17850036621093,158.84865231195184,143.50834842047,74.19467194919304,0.011944122971497162,0.22437790026393095
2023-03-22,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,156.9920196533203,75701800.0,AAPL,147.77619995117186,,151.6245002746582,159.76234458652254,143.48665596279386,70.05384219262535,-0.009103446505241086,0.22888283042827606
2023-03-23,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,158.086181640625,67622100.0,AAPL,148.34019989013672,,152.10100021362305,160.78791922979588,143.41408119745023,65.36964888135779,0.006969466083539766,0.2293144887126524
2023-03-24,158.86000061035156,160.33999633789062,157.85000610351562,160.25,159.399169921875,59196500.0,AAPL,148.87539978027343,,152.7779998779297,161.7998912091526,143.75610854670677,63.253513398068776,0.008305589788276002,0.21566442047467146
2023-03-27,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,157.43963623046875,52390300.0,AAPL,149.3727996826172,,153.29599990844727,162.33310838682922,144.25889143006532,63.93988952021408,-0.012293299349161457,0.22313978995883632
2023-03-28,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,156.81295776367188,45992200.0,AAPL,149.83059967041015,,153.80799942016603,162.59793095302504,145.018067887307,60.24870771445397,-0.003980318976947728,0.22336709138277017
2023-03-29,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,159.9164276123047,51305700.0,AAPL,150.32719970703124,,154.58099975585938,162.93250946139813,146.22949005032063,71.06788071627832,0.019790742129842442,0.22024152767320251
2023-03-30,161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,161.4979705810547,49501700.0,AAPL,150.87019958496094,,155.40349960327148,163.39162505724005,147.41537414930292,79.28991869509727,0.009889881791605992,0.22083275765254454
2023-03-31,162.44000244140625,165.0,161.91000366210938,164.89999389648438,164.0244903564453,68749800.0,AAPL,151.4627993774414,,156.09699935913085,164.8573797936818,147.3366189245799,79.7771071666526,0.015644205941022005,0.19555300569548623
2023-04-03,164.27000427246094,166.2899932861328,164.22000122070312,166.1699981689453,165.28775024414062,56976200.0,AAPL,152.02879943847657,,156.7139991760254,166.48234237660057,146.94565597545022,79.04189506426242,0.00770166355044366,0.1888850084323387
2023-04-04,166.60000610351562,166.83999633789062,165.11000061035156,165.6300048828125,164.75062561035156,46278300.0,AAPL,152.51919952392578,,157.41549911499024,167.64186031925558,147.1891379107249,76.87074212067287,-0.003249643690696802,0.17825034121997194
2023-04-05,164.74000549316406,165.0500030517578,161.8000030517578,163.75999450683594,162.89053344726562,51511700.0,AAPL,152.94379943847656,,157.95999908447266,168.32602773455721,147.5939704343881,67.55433527460048,-0.011290287513422759,0.1860690906342152
2023-04-06,162.42999267578125,164.9600067138672,162.0,164.66000366210938,163.7857666015625,45390100.0,AAPL,153.39979949951172,,158.6634994506836,168.83139503514917,148.495603866218,71.39060307986733,0.005495903672834368,0.1728999054282602
2023-04-10,161.4199981689453,162.02999877929688,160.0800018310547,162.02999877929688,161.1697235107422,47716900.0,AAPL,153.76119934082033,,159.33999938964843,168.4008176543812,150.27918112491565,60.14905564199888,-0.01597233586979263,0.17598886316967724
2023-04-11,162.35000610351562,162.36000061035156,160.50999450683594,160.8000030517578,159.94627380371094,47644200.0,AAPL,154.05859954833986,,159.85649948120118,167.91009400408998,151.80290495831238,53.4296095998083,-0.007591160506113748,0.17766091566066897
2023-04-12,161.22000122070312,162.05999755859375,159.77999877929688,160.10000610351562,159.24998474121094,50133100.0,AAPL,154.40059967041014,,160.23199996948242,167.5232931580829,152.94070678088192,55.301266385722755,-0.004353214769634461,0.17496358963747685
2023-04-13,161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,164.6809844970703,68445600.0,AAPL,154.82599975585939,,160.8604995727539,167.67480159143304,154.04619755407475,62.86379483487126,0.03410363052421039,0.20792564463640778
2023-04-14,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,164.33285522460938,49386500.0,AAPL,155.22160003662108,,161.3284996032715,167.97756077962063,154.67943842692236,60.00001230547353,-0.0021139819394035975,0.20149023562837534
2023-04-17,165.08999633789062,165.38999938964844,164.02999877929688,165.22999572753906,164.3527374267578,41516200.0,AAPL,155.5097998046875,,161.83999938964843,167.99478688270494,155.6852118965919,65.20787687721578,0.0001209915432451858,0.19934958107019984
2023-04-18,166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,165.58616638183594,49923000.0,AAPL,155.74919982910157,,162.2934997558594,168.40727556714134,156.17972394457743,68.79797642106467,0.0075047238711354325,0.1948291491445868
2023-04-19,165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,166.74000549316406,47720200.0,AAPL,156.06720001220702,,162.71100006103515,169.09284401867237,156.32915610339793,65.9535011138924,0.006968244450070493,0.19254472083838
2023-04-20,166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,165.7651824951172,52456400.0,AAPL,156.30720001220703,,163.15199966430663,169.3293708329335,156.97462849567975,60.26805507772925,-0.0058462742813449875,0.19024613948646826
2023-04-21,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,164.1438751220703,58337300.0,AAPL,156.56920013427734,,163.4565002441406,169.3515343769593,157.56146611132192,50.30032633042846,-0.00978091619394783,0.19460703445051056
2023-04-24,165.0,165.60000610351562,163.88999938964844,165.3300018310547,164.45220947265625,41949600.0,AAPL,156.85840026855467,,163.71050033569335,169.4597762393736,157.9612244320131,47.791806458755524,0.001878545331279513,0.1931561245869053
2023-04-25,165.19000244140625,166.30999755859375,163.72999572753906,163.77000427246094,162.90049743652344,48714100.0,AAPL,157.1136004638672,,163.98500061035156,169.13564715694622,158.8343540637569,45.359278359542564,-0.0094356592349637,0.19067421304126658
2023-04-26,163.05999755859375,165.27999877929688,162.8000030517578,163.75999450683594,162.89053344726562,45498800.0,AAPL,157.3118002319336,,164.29050064086914,168.49739277006316,160.08360851167512,50.0,-6.112087295517821e-05,0.1896099640256029
2023-04-27,165.19000244140625,168.55999755859375,165.19000244140625,168.41000366210938,167.51585388183594,64902300.0,AAPL,157.61600036621093,,164.67250061035156,168.9206742740395,160.42432694666363,58.54993445606887,0.02839526936524983,0.20236672471725187
2023-04-28,168.49000549316406,169.85000610351562,167.8800048828125,169.67999267578125,168.7790985107422,55209200.0,AAPL,157.90300018310546,,165.03850021362305,169.68995972104176,160.38704070620435,68.59504745288464,0.007541054486406518,0.20138314012280675
2023-05-01,169.27999877929688,170.4499969482422,168.63999938964844,169.58999633789062,168.6895751953125,52472900.0,AAPL,158.22059997558594,,165.27300033569335,170.34860733974108,160.19739333164563,72.61966933231136,-0.0005303886243240852,0.19524058096630317
2023-05-02,170.08999633789062,170.35000610351562,167.5399932861328,168.5399932861328,167.64515686035156,48425700.0,AAPL,158.54039978027345,,165.39150009155273,170.66219922954582,160.12080095355964,71.33466687135164,-0.006191420923589042,0.19559117096765113
2023-05-03,169.5,170.9199981689453,167.16000366210938,167.4499969482422,166.5609588623047,65136000.0,AAPL,158.9197998046875,,165.4824996948242,170.83278125914214,160.1322181305063,56.132384204913514,-0.006467285993302041,0.19680005431477454
2023-05-04,164.88999938964844,167.0399932861328,164.30999755859375,165.7899932861328,164.9097442626953,81235400.0,AAPL,159.25739959716796,,165.58399963378906,170.87336670998187,160.29463255759626,51.73440947943075,-0.009913429037699317,0.19575289364340795
2023-05-05,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,172.64846801757812,113316400.0,AAPL,159.74079986572266,,166.02949981689454,172.38470176954084,159.67429786424825,67.03431914894944,0.04692692172716728,0.2554053524677666
2023-05-08,172.47999572753906,173.85000610351562,172.11000061035156,173.5,172.5788116455078,55962800.0,AAPL,160.27659973144532,,166.60299987792968,173.48669731410385,159.7193024417555,65.07934429835184,-0.0004033376808469935,0.2460694810013004
2023-05-09,173.0500030517578,173.5399932861328,171.60000610351562,171.77000427246094,170.85801696777344,45326900.0,AAPL,160.75359985351562,,167.15149993896483,173.83354572206215,160.4694541558675,58.668333119275964,-0.009971156931060876,0.24763712370012278
2023-05-10,173.02000427246094,174.02999877929688,171.89999389648438,173.55999755859375,172.6385040283203,53724500.0,AAPL,161.27659973144532,,167.82449951171876,174.22142234442458,161.42757667901293,63.99352567604649,0.010420872338650744,0.247039709906292
2023-05-11,173.85000610351562,174.58999633789062,172.1699981689453,173.75,172.8275146484375,49514700.0,AAPL,161.84539978027342,,168.23399963378907,175.05506195493385,161.4129373126443,68.7741720389601,0.0010947363682816125,0.22030943449861323
2023-05-12,173.6199951171875,174.05999755859375,171.0,172.57000732421875,171.89120483398438,45497800.0,AAPL,162.37859985351562,,168.60199966430665,175.52945354775937,161.67454578085392,65.00829680482866,-0.006791324752697836,0.22222785390229843
2023-05-15,173.16000366210938,173.2100067138672,171.47000122070312,172.07000732421875,171.39317321777344,37266700.0,AAPL,162.79940002441407,,168.94400024414062,175.84583921887435,162.0421612694069,67.99652740327448,-0.002897374855299284,0.22287285834671017
2023-05-16,171.99000549316406,173.13999938964844,171.8000030517578,172.07000732421875,171.39317321777344,42110300.0,AAPL,163.16420013427734,,169.2240005493164,176.15753927573792,162.29046182289488,68.02605578559584,0.0,0.2220594685957298
2023-05-17,171.7100067138672,172.92999267578125,170.4199981689453,172.69000244140625,172.01072692871094,57951600.0,AAPL,163.58600006103515,,169.47700042724608,176.53381459889647,162.4201862555957,61.25131769587339,0.0036031562201266354,0.2213300785238446
2023-05-18,173.0,175.24000549316406,172.5800018310547,175.0500030517578,174.36143493652344,65496700.0,AAPL,164.02960021972658,,169.89700088500976,177.2394780138402,162.55452375617932,63.351591777705785,0.013666110237923634,0.22347531759697503
2023-05-19,176.38999938964844,176.38999938964844,174.94000244140625,175.16000366210938,174.4710235595703,55772400.0,AAPL,164.52100036621093,,170.40400085449218,177.72886812085895,163.07913358812542,63.83508686819684,0.0006283953638037687,0.2188618391636443
2023-05-22,173.97999572753906,174.7100067138672,173.4499969482422,174.1999969482422,173.5147705078125,43570900.0,AAPL,165.03500030517577,,170.84750061035157,177.94954274538435,163.7454584753188,64.1217596026016,-0.005480741572254533,0.2209443422559984
2023-05-23,173.1300048828125,173.3800048828125,171.27999877929688,171.55999755859375,170.88516235351562,50747300.0,AAPL,165.45680023193358,,171.23700027465821,177.5108853219326,164.96311522738384,59.51829180810546,-0.015154991021227304,0.22598828230207194
2023-05-24,171.08999633789062,172.4199981689453,170.52000427246094,171.83999633789062,171.1640625,45143500.0,AAPL,165.8418002319336,,171.64100036621093,176.83535817680334,166.44664255561852,64.96784028183072,0.00163207497832496,0.22582151766332045
2023-05-25,172.41000366210938,173.89999389648438,171.69000244140625,172.99000549316406,172.30955505371094,56058300.0,AAPL,166.24180023193358,,171.87000045776367,176.86458871534606,166.87541220018127,47.8645001735996,0.0066923253013353445,0.2050009302094985
2023-05-26,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,174.7399444580078,54835000.0,AAPL,166.6333999633789,,172.15750045776366,177.281589426452,167.03341148907532,56.05014072541992,0.014104787011603337,0.20888736743469688
2023-05-30,176.9600067138672,178.99000549316406,176.57000732421875,177.3000030517578,176.60260009765625,55964400.0,AAPL,167.07940002441407,,172.54300079345703,178.0028718581133,167.08312972880074,67.18458681769299,0.010659581907596527,0.21103373674305065
2023-05-31,177.3300018310547,179.35000610351562,176.75999450683594,177.25,176.5527801513672,99625300.0,AAPL,167.47640014648437,,172.9785011291504,178.48327367632513,167.47372858197568,62.857145895227994,-0.0002820251037627397,0.20890891824421046
2023-06-01,177.6999969482422,180.1199951171875,176.92999267578125,180.08999633789062,179.38160705566406,68901800.0,AAPL,167.89260009765624,,173.61050109863282,179.34052360577542,167.88047859149023,68.64704805261948,0.016022546335066945,0.21119806470899619
2023-06-02,181.02999877929688,181.77999877929688,179.25999450683594,180.9499969482422,180.23822021484375,61945900.0,AAPL,168.355,,174.36850128173828,179.74239669348796,168.9946058699886,75.11986102433264,0.004775393568990927,0.20495858700744435
2023-06-05,182.6300048828125,184.9499969482422,178.0399932861328,179.5800018310547,178.87362670898438,121946500.0,AAPL,168.76800018310547,,174.66900100708008,180.50699300477996,168.8310090093802,71.39599202543653,-0.0075711253953729685,0.13432145525773398
2023-06-06,179.97000122070312,180.1199951171875,177.42999267578125,179.2100067138672,178.5050811767578,64848400.0,AAPL,169.1472003173828,,174.95450134277343,181.10205842413146,168.8069442614154,69.92187533261523,-0.002060335858196427,0.1347996377407546
2023-06-07,178.44000244140625,181.2100067138672,177.32000732421875,177.82000732421875,177.1205596923828,61944600.0,AAPL,169.53800048828126,,175.25700149536132,181.33983587482956,169.17416711589308,63.72392780283263,-0.007756259904993845,0.1324753164589059
2023-06-08,177.89999389648438,180.83999633789062,177.4600067138672,180.57000732421875,179.8597412109375,50214900.0,AAPL,169.99640075683592,,175.60750198364258,182.07434614441343,169.14065782287173,64.46541861300179,0.01546507640721173,0.1379436719604755
2023-06-09,181.5,182.22999572753906,180.6300048828125,180.9600067138672,180.24818420410156,48870700.0,AAPL,170.40020080566407,,175.96800231933594,182.7928043342117,169.14320030446018,64.97934625233592,0.002159823746078704,0.1379009771888173
2023-06-12,181.27000427246094,183.88999938964844,180.97000122070312,183.7899932861328,183.0670623779297,54274900.0,AAPL,170.82880065917968,,176.52900161743165,183.99242682974793,169.06557640511537,72.58597541341797,0.015638740424785524,0.14171455865388846
2023-06-13,182.8000030517578,184.14999389648438,182.44000244140625,183.30999755859375,182.5889434814453,54929100.0,AAPL,171.19700073242188,,177.09100112915038,184.82840593476078,169.35359632354,80.80758859630171,-0.002611653218746124,0.1415552562264418
2023-06-14,183.3699951171875,184.38999938964844,182.02000427246094,183.9499969482422,183.2264404296875,57462900.0,AAPL,171.55260070800782,,177.68500061035155,185.62091556813758,169.74908565256553,81.16318755924273,0.003491350161869189,0.14104790688130722
2023-06-15,183.9600067138672,186.52000427246094,183.77999877929688,186.00999450683594,185.2783203125,65433200.0,AAPL,171.96020050048827,,178.35100021362305,186.7443992712703,169.9576011559758,82.0059264816204,0.011198682211304156,0.1437573277899486
2023-06-16,186.72999572753906,186.99000549316406,184.27000427246094,184.9199981689453,184.19261169433594,101235600.0,AAPL,172.38340057373046,,178.84449996948243,187.57457820465442,170.11442173431044,74.98688256662973,-0.005859880490725833,0.14261719377648877
2023-06-20,184.41000366210938,186.10000610351562,184.41000366210938,185.00999450683594,184.28225708007812,49799100.0,AAPL,172.790400390625,,179.33699951171874,188.3001340354759,170.37386498796158,72.39979359359927,0.0004866771511018442,0.14264649562405593
2023-06-21,184.89999389648438,185.41000366210938,182.58999633789062,183.9600067138672,183.2364044189453,49515700.0,AAPL,173.2290005493164,,179.825,188.67253867711887,170.9774613228811,68.42401628279372,-0.0056753030870986265,0.14279748063195435
2023-06-22,183.74000549316406,187.0500030517578,183.6699981689453,187.0,186.26443481445312,51245300.0,AAPL,173.75300048828126,,180.5970001220703,189.09561479467635,172.09838544946427,68.76704290211302,0.016525294494369236,0.13407234271031515
2023-06-23,185.5500030517578,187.55999755859375,185.00999450683594,186.67999267578125,185.94569396972656,53079300.0,AAPL,174.28460021972657,,181.33899993896483,189.1846430811741,173.49335679675556,66.03249012701463,-0.0017112691134693048,0.1354896209954664
2023-06-26,186.8300018310547,188.0500030517578,185.22999572753906,185.27000427246094,184.54122924804688,48088700.0,AAPL,174.6788003540039,,181.9529998779297,188.9204311920962,174.9855685637632,65.88503815987445,-0.007552970101992296,0.14130370343357523
2023-06-27,185.88999938964844,188.38999938964844,185.6699981689453,188.05999755859375,187.32025146484375,50730800.0,AAPL,175.13580017089845,,182.58450012207032,189.34910097549295,175.8198992686477,71.76590412528905,0.015059066345298966,0.142293200713762
2023-06-28,187.92999267578125,189.89999389648438,187.60000610351562,189.25,188.50558471679688,51216800.0,AAPL,175.61620025634767,,183.18199996948243,190.09075909848886,176.273240840476,78.39052299967557,0.006327780797909854,0.14022628075663593
2023-06-29,189.0800018310547,190.07000732421875,188.94000244140625,189.58999633789062,188.84425354003906,46347300.0,AAPL,176.07860015869142,,183.79899978637695,190.68119716613307,176.91680240662083,75.45152218129087,0.0017965460390521049,0.13971454526340216
2023-06-30,191.6300048828125,194.47999572753906,191.25999450683594,193.97000122070312,193.20703125,85069600.0,AAPL,176.60540008544922,,184.49300003051758,192.50669725852032,176.47930280251484,79.9632129425218,0.023102510509079632,0.15006975337805234
2023-07-03,193.77999877929688,193.8800048828125,191.75999450683594,192.4600067138672,191.70297241210938,31458200.0,AAPL,177.12160034179686,,185.06850051879883,193.64433178317208,176.49266925442558,71.26050306972512,-0.007784680606965799,0.15546966701149853
2023-07-05,191.57000732421875,192.97999572753906,190.6199951171875,191.3300018310547,190.577392578125,46920300.0,AAPL,177.64780029296875,,185.65600051879883,194.25854414195285,177.0534568956448,69.05897924032273,-0.005871375056598072,0.15402783398785766
2023-07-06,189.83999633789062,192.02000427246094,189.1999969482422,191.80999755859375,191.05551147460938,45094300.0,AAPL,178.17740020751953,,186.28600006103517,194.74519872549138,177.82680139657896,68.82187740474382,0.002508732153585047,0.15279997220741912
